"comment","labels"
"it would be great if he would recognize all of the hard work i have put into my role in the past year and how much it has impacted different areas of our office. ","['appreciation']"
"something that makes me feel appreciated at kohl's is....","['appreciation']"
"positive reinforcement and recognition","['appreciation']"
"people do try to say thank you for a job well done most of the time","['appreciation']"
"although there are times when i feel appreciated, i think perspective gets in the way of me feeling genuinely appreciated.","['appreciation']"
"that ucare heard and responded to the desire for a :work-from-home option","['appreciation']"
"everything feels like a got you and not genuine appreciation","['appreciation']"
"respect for one another. sometimes a thank you means more than anything after a busy day or tough project. ","['appreciation']"
"jonathan merrill is amazing and does a great job of letting us know he values the work we do.","['appreciation']"
"respect for all poits of view.","['appreciation']"
"not much gets in the way of me not feeling genuinely appreciated at m s international, inc. as long as i know that i go over and above my job duties and give it my all daily, makes me personally happy and appreciated.
 its just the way this is business.","['appreciation']"
"my manager does a good job expressing his appreciation, but the raise pool does not convey real appreciation.","['appreciation']"
"recognition and communication/feedback from other departments. project updates/milestones after a project changes hands helps instill more pride in quality of work.","['appreciation']"
"i have heard of some situations where  people have felt their ideas were not fairly considered.","['appreciation']"
"#""s, the real acre given is not appreciated or feels that it is not valued","['appreciation']"
"my peers like me, and i like them, it is nice to come to work knowing that you are liked. but  i don't think we are as appreciated as we should by the administrators.","['appreciation']"
"i would like to be given more public recognition","['appreciation']"
"the way my supervisor appreciates us.","['appreciation']"
"being told thank you for what i do ","['appreciation']"
"a word of thanks or good job when appropriate.","['appreciation']"
"i appreciate the ce classes that have been offered, especially the ones required by the state.","['appreciation']"
"recognition of both personal and professional accomplishments and i feel valued by managers and owners.","['appreciation']"
"my voice is heard and respected","['appreciation']"
"lack of recognition for average employees by upper mgmt., same employees get recognized while others are not recognized at all.","['appreciation']"
"recognize that i am capable of doing more, that i have good ideas but i am not encouraged to voice them","['appreciation']"
"when members of the top recognize the dedication and hard work we all do, not so much in public but when they see us in the daily operation taking time to simply say a small thank you works wonders and continues to build pride and devotion to our students.  ","['appreciation']"
"lack of recognition for the small wins, micromanagement ","['appreciation']"
"the base culture is above average in terms of employee appreciation. i have never been shamed for making a mistake but encouraged to do my best and rewarded for trying regardless.","['appreciation']"
"good recognition for my efforts from my supervisor","['appreciation']"
"the lack of appreciation of job knowledge and work ethic","['appreciation']"
"when i receive recognition for all the work i put into my job. ","['appreciation']"
"i appreciate the healthcare coverage","['appreciation']"
"lack of recognition outside of is. ","['appreciation']"
"being appreciated for doing a good job not just the job i am supposed to do._x000D_
when i can make my co-workers day go a little easier and really enjoying when they work with me. _x000D_
_x000D_
","['appreciation']"
"paras voices aren't heard. ","['appreciation']"
"i heard once that this was a business run by scientists, not businessmen. it was not meant as a positive statement.","['appreciation']"
"she has my back on many issues and seems like she has learned to appreciate what i do","['appreciation']"
"the people that recognize my hard work such as the teachers in my department","['appreciation']"
"my coworkers let me know that i am appreciated.","['appreciation']"
"hearing the words ""thank you""","['appreciation']"
"you are never told what you do right, only what you do wrong. employees never get a ""hey, good job"" or a ""thank you"".","['appreciation']"
"encourages participation in classes, respects our ideas and thoughts","['appreciation']"
"lack of recognition for the hard work i do, and the extra work i do. ","['appreciation']"
"i think this is just me being newer to the organization and still working to contribute what i came her for. it's not that people haven't shown appreciation for the work i have done. ","['appreciation']"
"i feel appreciated when my program is supported.  i like when admin at the site level as well as the district level mention the good work my program is doing at the school.  i feel appreciated when admin notices and ackno the high level of hard work and time commitment that give to my program.","['appreciation']"
"i feel appreciated when i'm asked to participate in activities or if asked my opinion.  ","['appreciation']"
"there is nothing like a ""thank you"" said on occasion .","['appreciation']"
"recognition from a higher level","['appreciation']"
"no recognition for work that is done.  many other areas in the building receive recognition but some rarely receive any.","['appreciation']"
"politics, lack of recognition ","['appreciation']"
"i have received recognition for my contributions.","['appreciation']"
"i have never felt truly appreciated ","['appreciation']"
"the missing recognition for a job well done sometimes.","['appreciation']"
"a real time thank you. recognizing you.","['appreciation']"
"encourage and appreciate all staff not just those that are in the principals circle. ","['appreciation']"
"recognition for suggestions and ideas.","['appreciation']"
"people tell me that they appreciate the work i am doing","['appreciation']"
"just having my manager tell me i am doing a good job. i also appreciate the little freedom goodies we receive every now and then. it's just the little things that make a difference.","['appreciation']"
"show me that when i bring a concern to them in any capacity that it is heard and addressed by providing a response/feedback/resolution. ","['appreciation']"
"nothing, i feel appreciated!","['appreciation']"
"a simple  thanks or pat on the back would be nice............i always applaud the sales guys when they get a sale........especially the new folks.......","['appreciation']"
"just being told that my work and efforts are appreciated is always nice.","['appreciation']"
"it's a common pattern that agents/leaders don't respect admin/staff/ops positions, possibly due to not fully understanding the importance of these positions or not fully understanding what the people in these positions do. a little bit of recognition and appreciation goes a long way. ","['appreciation']"
"not being noticed for the hard work ","['appreciation']"
"simple ""thank you for your help""","['appreciation']"
"respect for the individual ","['appreciation']"
"i feel appreciated  by the people who matter the most to me here at mcgough. ","['appreciation']"
"my opinions are sought after and valued","['appreciation']"
"no show of appreciation besides saying good job every once in awhile ","['appreciation']"
"making more tedious work to complete with all the new changes but show no appreciation for continuous efforts. i feel as though we get penalized more that appreciated.","['appreciation']"
"corporate is what is getting in the way of feeling appreciated. you can do everything by the book, exactly how your supposed to do it, and with witnesses yet you will still get in trouble and take the fall for something that is not your fault. it does not matter what you do; you are held responsible. ","['appreciation']"
"sometimes not feeling appreciated by other departments, or feeling as though we are being treated as a ""lower tier"" when compared to other departments. ","['appreciation']"
"raises, bonuses, thank you from agents and managers. ","['appreciation']"
"venner  family is extremely generous, and verbally expresses their appreciation for employees.","['appreciation']"
"appreciation for the work done","['appreciation']"
"people appreciate and respect my experience.  good performance is also rewarded with good stores.","['appreciation']"
"when i'm told ""good job"" or thanked for a job i've done i know the work i put in is recognized and it makes me feel appreciated. ","['appreciation']"
"recognition of individual accomplishments when some don't care. ","['appreciation']"
"not always expressed to the employees, and when the few supervisors do express their gratitude towards the people who come in day-in and day-out that do a great job they are shunned like that is not acceptable.","['appreciation']"
"manager shows sincere appreciation that we work ","['appreciation']"
"i'd appreciate investment in the established veteran staff.  i feel like new staff are given an unbalanced share of the resources.  ","['appreciation']"
"my work is across all projects and i only get noticed when something is not working. i wear many hats, thus it is hard to make a great impact in one particular area.","['appreciation']"
"i take my job seriously, i thoroughly enjoying coming to work every day, i love what i do however, everything is getting expensive, gas, food, rent/mortgage.  no one should  have ask 6-10 times for a raise, its very demeaning. this makes you feel under appreciated, especially when you come to work each day and give it 100%","['appreciation']"
"special invite to top 25 awards. company paid hotel and gift. recognition from bill, chris and ryan","['appreciation']"
"i love that they are very open to any comments and want to make sure we always have the option to have a question submitted if we wish to do so.  shows a lot of respect for each individual employee. ","['appreciation']"
"recognition of role and contributions","['appreciation']"
"internal systems of recognition and praise. ","['appreciation']"
"i feel appreciated in a my department but, trying to do more to appreciate my contribution is challenging. i am sure i will find a way to over come and get to that level in time. ","['appreciation']"
"nothing. i truly feel appreciated by all levels at tco. ","['appreciation']"
"recognition of hard work and effort","['appreciation']"
"i am not a number.  i am an individual and feel appreciated as a person, not a revenue stream.","['appreciation']"
"a thank you in person","['appreciation']"
"no recognition - not that i need any.  i know or feel i am doing a good job....  hopefully others feel the same way.","['appreciation']"
"gives very constructive criticism when appropriate and also notices when you put hard work in. answers any questions when it comes to the job even if it’s at 10 at night. ","['appreciation']"
"i feel appreciated by my coworkers and administators.","['appreciation']"
"receiving a thank you.","['appreciation']"
"in my department, managers genuinely seem to care and express appreciation for hard work or for going the extra mile.","['appreciation']"
"a thank you. ","['appreciation']"
"being recognized for hard work and success. i feel appreciated when younger employees look to me for advice. it makes me feel like in their eyes i am doing something right. ","['appreciation']"
"extremely informative and i appreciate the straightforwardness from the instructors.","['appreciation']"
"recognizing  efforts and showing appreciation through more than just a paycheck._x000D_
discrepancies in policies ","['appreciation']"
"most of my ideas go other there head - because they have never heard of them - sometimes we make them managers but they have no experiences of being one","['appreciation']"
"knowing they will be heard and acted upon (or responded too)","['appreciation']"
"everyone seems kind and recognition is important.","['appreciation']"
"people seem to be set in their ways of doing their current job.  even though it's painful, no one takes a steps back and assesses how we can improve.  although i do appreciate the new ""process improvement"" initiative that is going on right now.  i just wish it was broken down more into specific roles (qa, ba, dev, etc...)","['appreciation']"
"nothing. i feel appreciated every day i come to work.  ","['appreciation']"
"core values shout outs, bonuses, holiday break, lunches, summer jam. ","['appreciation']"
"recognize and value the effort i make every day to do an excellent job and take into account to promote myself to another level.","['appreciation']"
"to be at our disposal, and our listening and especially of gratitude","['appreciation']"
"i feel appreciated when my efforts are noticed. i put a lot of hours here to help our members.","['appreciation']"
"the fact that i'm treated like a person and not a number. if i have issues outside of work, they let me go take care of it. they recognize that i work hard and that i'll work harder for them simply by being treated so well. ","['appreciation']"
"respect for experience","['appreciation']"
"the high level of respect for work balance.","['appreciation']"
"constant recognition for my work ethic.","['appreciation']"
"a thank you.","['appreciation']"
"my boss.  she's encouraging all the time.  and takes the time to know me and expresses her appreciation of my work.  that personal touch is nice.  i miss that the university doesn't do this anymore on a grander scale (the 20 year appreciation lunch for instance)","['appreciation']"
"i don't feel genuinely appreciated at charter because i feel tenure isn't rewarded or recognized. i've been here over 5 years and there is no awards, recognitions or encouragement to be a long time employee.","['appreciation']"
"does not micromanage, treats me with respect, provides helpful direction and input","['appreciation']"
"we are very rarely verbally told or shown by the owner that we are appreciated. ","['appreciation']"
"being told that i am, recognition","['appreciation']"
"encouraging new ways of thinking is a part of our core values.","['appreciation']"
"my opinions are requested and heard.","['appreciation']"
"words and gestures of thanks for your hard work","['appreciation']"
"nothing. managers only appreciate workers when they are told by there district manager ","['appreciation']"
"my managers are super nice, but they expect a high quality of work. they lead by example in this way. work hard, respect each other. ","['appreciation']"
"i do feel appreciated..just saying thank you for doing a good job, really makes my day! ","['appreciation']"
"everything - greatly appreciated ","['appreciation']"
"by the merit increases.  it makes me feel good that my hard work is appreciated.","['appreciation']"
"recognition for the day to day dedication to the company, not necessarily recognition for being the best in my department","['appreciation']"
"most are informative. but i don't like when only managers are invited. then i have to heard second hand from my manager and i don't always get the right info or if any at all ","['appreciation']"
"i feel valued at pds.","['appreciation']"
"the respect from my coworkers.","['appreciation']"
"the concern respect for the people.","['appreciation']"
"many of the people i work with show their appreciation daily by simple thank you's and telling me they appreciate any help i've given. ","['appreciation']"
"i feel appreciated every day that i'm here. i get recognized for the work i do and i am often told how much i'm valued. ","['appreciation']"
"edsi is great. however, as i am based in the partner site on a daily basis that does not have our same values, i feel unappreciated by the partner site. if i worked out of an office with more edsi employees, i believe this sentiment would be addressed. ","['appreciation']"
"recognition when i do well","['appreciation']"
"i don't like the stuff that feels forced- but the comments, notes of encouragement, and offers of help really make me feel like i am a valued part of the walker family. ","['appreciation']"
"other employees and i tend to give ideas but we feel like they are set side and not being heard or even consider the idea.","['appreciation']"
"the small things; when someone says please and thank you or looking out for me and making sure i'm ok on a general level","['appreciation']"
"having a voice and being heard, especially when challenging the status quo","['appreciation']"
"the everyday thank you's for what we do","['appreciation']"
"i feel appreciated when principals and administrators take time to write notes thanking me for my specific contributions to the district. ","['appreciation']"
"informative; participative; opinions valued; infrequent so as to save us time","['appreciation']"
"nothing i can think of. i feel that employees are able to share ideas with their manager. whether it's heard or not, i think that employees are comfortable sharing ideas of what can be done differently. ","['appreciation']"
"employees are treated with respect","['appreciation']"
"as a related service provider/ teacher, i feel that people(other staff and teachers) don't appreciate all that we do.","['appreciation']"
"they are heard & merits and demerits are discussed.","['appreciation']"
"efforts are made to know my needs and concerns
efforts made to recognize good work and milestones","['appreciation']"
"tend to always get side tracked and take longer than necessary.  would appreciate if there was less chit chat and just address items on the agenda. ","['appreciation']"
"nothing, i do feel genuinely appreciated. ","['appreciation']"
"i believe other areas sometimes having a misunderstanding of what exactly different departments do causes a hindrance in feeling genuinely appreciated for what we do.","['appreciation']"
"i am always treated with respect. ","['appreciation']"
"i often don’t feel appreciated at meridian if you go out of your way for a member usually no one notices. you just have to take the pride in knowing you were doing the right thing to help someone else the member.","['appreciation']"
"my boss always tries to make us feel appreciated.","['appreciation']"
"the aco and mum dont come often and when they do it only seems like bad news and there is no encouragement or appreciation for the good things","['appreciation']"
"service awards, peer recognition","['appreciation']"
"the personal recognition that i am given.","['appreciation']"
"i like it when the sales personal thank me when i have done something for them evening thou it's part of my job but they thank me for what  i do for them. ","['appreciation']"
"we get something after we work here and our voices heard.","['appreciation']"
"recognition from my co-workers at all levels. when i give me best effort, it is noticed and recognized publicly. ","['appreciation']"
"recognition from the top","['appreciation']"
"jenn makes me fell very appreciated.","['appreciation']"
"i feel appreciated within the therapy department, but therapists are rarely recognized outside of our department. ","['appreciation']"
"see above. my ideas have been listened to and considered. i feel my opinions are valued.","['appreciation']"
"thanks from others","['appreciation']"
"one on one to show employees they're valued without it sounding like a sales pitch. ","['appreciation']"
"nothing gets in the way. i feel i'm being appreciated. ","['appreciation']"
"appreciate the bonuses and launch parties.  also appreciate having half days for family prior to holidays. ","['appreciation']"
"i feel like my opinion can be heard. ","['appreciation']"
"i feel i can speak and be heard. and the food.","['appreciation']"
"when my questions or concerns are voiced but seem to be in heard. ","['appreciation']"
"everyone has input and their opinions are valued.  ","['appreciation']"
"when my manager tells me i am appreciated.","['appreciation']"
"the people, they are very good at let you how that they appreciate the work one does.","['appreciation']"
"they are heard and they are implemented if beneficial.","['appreciation']"
"feeling appreciated  when going above and beyond my duties","['appreciation']"
"nothing gets in the way of my feeling genuinely appreciated. my coworkers let me know often that i'm appreciated.","['appreciation']"
"i am given the ability to be heard.","['appreciation']"
"msc does a great job offering different methods of showing appreciation to their associates, but specifically my department sets higher standards and seems to be too busy to show appreciation to follow department members.  a majority of the appreciation is coming from other department members and not internally from within the same department. ","['appreciation']"
"i do feel appreciated but do wish there was a stronger and consistent focus on developing websites/technology solutions.","['appreciation']"
"the community in general likes to bash the school district.  very little appreciation seems to be shown by parents/students/community members.
","['appreciation']"
"when it feels like my opinions are not heard. ","['appreciation']"
"i feel appreciated by the positive complements i receive from facilities and workers","['appreciation']"
"other employees telling me i am doing a good job and treating me with respect.","['appreciation']"
"rewarded for hard work. recognition. help from others.","['appreciation']"
"they appreciate my effort especially my charge nurses.","['appreciation']"
"i like how we are able to give recognition to each other.","['appreciation']"
"i don't feel as though i am valued as a employee, often times feeling as though i am pushed out of the way by many coworkers and unwelcome.","['appreciation']"
"monetary and public forum recognition","['appreciation']"
"we used to have thank you thursdays but not anymore","['appreciation']"
"one of the things was bonuses for teachers.  i miss those.  my principal and other teachers make me feel appreciated.","['appreciation']"
"not even a thanks ","['appreciation']"
"feeling not genuinely appreciated at saloncentric","['appreciation']"
"we respect each other and share our thoughts freely.","['appreciation']"
"my opinions are asked for and valued, even as a new employee. ","['appreciation']"
"support, appreciation and favoritsm","['appreciation']"
"more workplace offerings, if possible on site, for weight control and exercise, especially yoga!
thanks for asking. ","['appreciation']"
"the way my managers work with me and value my input and contribution makes me feel appreciated.","['appreciation']"
"there isn't much appreciation shown. ","['appreciation']"
"i heard the best saying the other day ""the best idea wins, no matter who it comes from, the corner office or the intern"". i love that. ","['appreciation']"
"people tell me they appreciate my work.","['appreciation']"
"none, thanks, i am nearly retired.","['appreciation']"
"new projects and tasks... day to day is a little too consistent and mundane. though i appreciate the level of responsibility that is given.","['appreciation']"
"lack of appreciation for job well done.  ","['appreciation']"
"attention given for poor performance, without timely recognition for good performance.","['appreciation']"
"lack of acknowledgment and appreciation.  consent demand of my time after hours and on the weekends.","['appreciation']"
"everyone in my building lets me know that i am appreciated - its a great feeling!","['appreciation']"
"positive reinforcement or recognition when working on or completing projects (good work, well done, thank you, etc.)","['appreciation']"
"there's recognition when you're doing well and support in the more difficult patches.","['appreciation']"
"someone occasionally saying ""thank you"". it's also nice to tell people they are doing a good job instead of only noticing them when they do something wrong.","['appreciation']"
"the staffing model's lack of respect for work-life balance.","['appreciation']"
"my supervisor recognizes when i work hared","['appreciation']"
"more visits from upper mgmt would be appreciated.","['appreciation']"
"when some of us have ideas it does not seem to matter to any one. 
even when we work our hardest we do not get appreciated, but any one of the favorites of the departments get appreciated for things they didn't even do. 
sometimes when we just need help we instead get denied and treated poorly for being human and having issues. ","['appreciation']"
"sometimes i feel like my hard work is not appreciated or acknowledged as much as it should be ","['appreciation']"
"the culture at ssm health st. anthony's since day one has always been welcoming, and friendly. i appreciate the 5 ft. rule here @ st. anthony's, it encourages the welcoming and friendly environment. i, also, appreciate the camaraderie, we share. ","['appreciation']"
"lack of recognition from outside of the department ","['appreciation']"
"just a simple thank you","['appreciation']"
"everyone has a point of view that is listened to and appreciated ","['appreciation']"
"ideas are heard from new blood that comes to ttx.  ","['appreciation']"
"be more open to hearing staff concerns, ideas, and more recognition of positive efforts. ","['appreciation']"
"i feel appreciated by my co-workers and the residents.","['appreciation']"
"my manager always reinforces to me that i’m doing a good job and they appreciate my hard work ","['appreciation']"
"nurses not getting enough recognition.","['appreciation']"
"respect.  with this, i mean, how to  treat people and get your message across without being condescending and talking down to people.  ","['appreciation']"
"i feel that i am appreciated ","['appreciation']"
"i am treated with respect and rewarded for my hard work. ","['appreciation']"
"they last way too long. the ""important"" guys will drag it out so that their voice is heard. sometimes they repeat stuff that someone else already said or bring up a pointless discussion. if someone does not say anything they are perceived as not caring or not understanding. ","['appreciation']"
"i feel as if i am no longer valued, and mango is more concerned about the bottom line than the employees. ","['appreciation']"
"most times i do. when you have an egotistical person running the project, it seems like they take safety for granted and do not appreciate the fact that your just trying to help them. ","['appreciation']"
"over crowded, too many agents, not enough desks, no need for public  recognition , but personal  recognition  would be nice...","['appreciation']"
"the culture of the company shows appreciation for the personnel.","['appreciation']"
"recognition of staff-level work and achievements ","['appreciation']"
"my concerns and ideas are heard. ","['appreciation']"
"everyone's feelings and concerns are heard. managers and supervisors work hard to keep everything running smoothly on the unit.","['appreciation']"
"onboarding was exceptional and felt supported out of the gate with strong material to reference and to help me with a fast start. also, have appreciated my manager's intentionality with 1:1s.","['appreciation']"
"some are more appreciated than others. ","['appreciation']"
"employee recognition on a large scale annual basis. ","['appreciation']"
"at dmi you are treated with respect as a person ","['appreciation']"
"delivering on results makes me feel accomplished and appreciated","['appreciation']"
"my manager makes me feel appreciated. my peers make me feel appreciated. ","['appreciation']"
"honestly, i feel that finance isn't appreciated by the organization.  i would like to know why so i can do my part to make it better! ","['appreciation']"
"recognition and support","['appreciation']"
"the recognition part. we need an all andrew's for merchandisers. >.>","['appreciation']"
"my managers express their appreciation.","['appreciation']"
"people acknowledge your specific contributions. ","['appreciation']"
"people thank me for my work and contributions","['appreciation']"
"i'm told very often how much i am appreciated.","['appreciation']"
"i feel appreciated as of now..","['appreciation']"
"my opinion has been valued and has shaped the outcome of projects. ","['appreciation']"
"i am recognized for my work and people say thank you.","['appreciation']"
"being told i’m appreciated ","['appreciation']"
"the people are nice, and they say ""thanks"".","['appreciation']"
"when treated with respect for the work that i do. ","['appreciation']"
"pioneer is at a point that it is too big to have any camaraderie, we are just  numbers and not valued as individuals. ","['appreciation']"
"being overworked and not being appreciated for anything you do","['appreciation']"
"with a smile and encouragement and respect","['appreciation']"
"i wouldn’t say i feel “appreciated” at my work i’m just there to do my job and do it well. ","['appreciation']"
"when i come up with an idea or do something to help the office i would like to get recognition that the manager appreciates what i did/done","['appreciation']"
"my needs are met, i feel heard and supported.","['appreciation']"
"we do a lot of little gestures, like cards and little gifts to show each other appreciation.  ","['appreciation']"
"positive team/community recognition","['appreciation']"
"the work i do and the get appreciated by manger.","['appreciation']"
"when various departments thank you for an efficient and timely action","['appreciation']"
"i felt most appreciated when we had apex available. ","['appreciation']"
"overworked and lack of respect and consistencies. ","['appreciation']"
"friends and family values","['appreciation']"
"the population is big, and so its hard to stand out. but everyone does seem to be noticed to some extent. ","['appreciation']"
"lack of respect from physicians","['appreciation']"
"i appreciate all i have learned from my coworkers.","['appreciation']"
"when my manager and other managers recognize the work i've done","['appreciation']"
"my input is valued","['appreciation']"
"nothing.  my job is very appreciated nd mi ideas are listened.","['appreciation']"
"genuine thank you notes, staff wellness challenges, all of the little things. ","['appreciation']"
"when co workers show their appreciation ","['appreciation']"
"when i go above and beyond my job requirement and people notice. and the small comments of appreciation for doing things well.","['appreciation']"
"recognition for work well done and success stories shared amongst employees.","['appreciation']"
"inflexibility and conservative values","['appreciation']"
"again because it's a large agency, and you need to speak up to be heard","['appreciation']"
"i feel very involved and like my input is being heard and considered.","['appreciation']"
"all i need is a paycheck to feel appreciated. roses not necessary.","['appreciation']"
"being told my work and efforts are meaningful and appreciated.","['appreciation']"
"i feel appreciated when i am acknowledged for my work. ","['appreciation']"
"more recognition would be appreciated besides performance recognition.    need to celebrate the small successes with the large successes.  get caught up in the budget, past dues, complaints, etc.. and it is sometimes harder to focus on the positive that our staff is doing every day.  
set performance plans within reason, instead of stating a 5 can never be reached. ","['appreciation']"
"ozinga is really good at keeping everyone informed of company news and giving out little tokens of appreciation to the people that work here. ","['appreciation']"
"i feel appreciated for my work.","['appreciation']"
"encouraged to be solution driven, background knowledge and expertise is relied upon and valued.","['appreciation']"
"recognition and praise for job well done","['appreciation']"
"having your supervisors recognize your successful milestones. ","['appreciation']"
"one on ones, be treated with respect, value opinions, really look at what someone puts into their job.","['appreciation']"
"they are heard...which is the most important part.","['appreciation']"
"there are so many initiatives that when great work is done for one, they say here is another one and don't recognize all the work that went into the previous. ","['appreciation']"
"wont be heard and may feel belittled ","['appreciation']"
"my manager and coworkers make me feel very appreciated by the way they treat me and i enjoy the give aways during hospital week etc.","['appreciation']"
"how my manager notices and speaks upon our good work","['appreciation']"
"all is heard","['appreciation']"
"effort is made to make sure they are efficient and worth the time.  everyone is heard and treated fairly. ","['appreciation']"
"i feel appreciated enough. i am here to work, to do a job.  i'd feel more appreciated if everyone was expected to do their job and to hold staff accountable. ","['appreciation']"
"the people i work with on a daily basis always make me feel appreciated, however i'm not sure that my work is recognized by others in the organization.","['appreciation']"
"employee recognition is plentiful and a great feeling","['appreciation']"
"i feel appreciated for the hard-work that i and everyone else does on a daily basis.","['appreciation']"
"nothing! people here are quick to give thanks and praise when its due!","['appreciation']"
"the lack of recognition for your individual efforts and sacrifices.","['appreciation']"
"they are always encouraged & appreciated.","['appreciation']"
"cargurus is great about public recognition of achievement based on our company values.","['appreciation']"
"i take great pride in doing a great job. aways go up and beyond with my work, issue taken for granted. my contibution is never valued. ","['appreciation']"
"all trainings within my department are equally valued.","['appreciation']"
"it’s not always given verbally. someone may appreciate my work, but it’s not always said or shown in a way that makes you feel that. ","['appreciation']"
"the reassurance from managers that you are appreciated and thanked often","['appreciation']"
"that i have a great fm who knows how hard i've worked. also i've had one or two other study ldms or pms thank me for my work. it would be nice though to see pra appreciate me in my yearly raise by actually giving more than 2.26% increase or a merit bonuses that wasn't taxed.  ","['appreciation']"
"when someone says thank you.  ","['appreciation']"
"some internal departments/groups seem to have a lack of respect for our department.","['appreciation']"
"there is no appreciation whatsoever","['appreciation']"
"constantly shifting priorities. i don’t always feel that the work i do is understood or acknowledge and i feel like i have to do a lot more to prove the value of my work here. i see the projects i’ve initiated being actively touted but the day to day conversations seem to only focus on the program challenges or timelines and it becomes discouraging. ","['appreciation']"
"something that makes me feel appreciated at risas is the hard work that you put on will always be appreciated and rewarded. ","['appreciation']"
"contests, recognition central.","['appreciation']"
"if there is an inefficiency noticed in your department and as an employee you have a suggestion to improve, oftentimes you are encourage to create, implement and maintain that process going forward. ","['appreciation']"
"people that are in charge have their own way of handling things, so that may make it harder for someone’s idea to be heard or used.","['appreciation']"
"lack of non-monetary recognition.","['appreciation']"
"knowing that the work i do is noticed by more than just by immediate supervision","['appreciation']"
"working at tellepsen makes me feel appreciated .","['appreciation']"
"recognition (not necessarily person or individual, but even just as a shift or dept) ","['appreciation']"
"respect of coworkers","['appreciation']"
"my manager jeff chomic is very verbal about his appreciation of hard work and extra work that people do.","['appreciation']"
"i appreciate all the company does for us. the baseball games, the holiday parties and the bonuses. ","['appreciation']"
"opinion is valued","['appreciation']"
"all opinions are heard and taken into consideration
good use of time","['appreciation']"
"annual recognition is nice, personal notes for dan and stu are nice, some encouragement (i.e. ""atta boy"" or ""atta girl"" or the like) from office manager would be helpful","['appreciation']"
"1 - far too many in a day. _x000D_
2 - they need to be focused on the key number of people required_x000D_
3 - lack of respect for a person's pre-existing schedule","['appreciation']"
"recognition for the little things.","['appreciation']"
"get appreciated for what you do.","['appreciation']"
"people are not afraid to show appreciation for your work when it is done well","['appreciation']"
"i am often told what i need to do better, not much appreciation is shown for what i do well.","['appreciation']"
"when someone appreciates what i do   _x000D_
says thank you","['appreciation']"
"recognition to the wrong people or others who are not recognized","['appreciation']"
"relaxed atmosphere and  understanding that out employees  are important, using shutouts and recognition's. .","['appreciation']"
"most beneficial to me working with others who have the same values as i do","['appreciation']"
"i have never been told that  i am appreciated by anyone other than my manger","['appreciation']"
"when you get a smile and a thank you, or even a letter from patient/co-worker","['appreciation']"
"any time you get recognition for a job well done.","['appreciation']"
"well organized, everyone has a chance to be on a committee  and give valued input","['appreciation']"
"highly skilled and academically-respected professors in my specific department almost always treat me with respect even though i am support staff.","['appreciation']"
"more on what is expected on each floor so do not always have to do 1:1 and can be seen as valued to work on the floor as well. ","['appreciation']"
"i don't feel appreciated never could do enough of a good job","['appreciation']"
"just getting a thank you would be nice from time to time ","['appreciation']"
"the way some people treat each other. when you go out of your way and the person that you are helping does not even give you a simple thank you.","['appreciation']"
"i don't feel appreciated at fifth third bank - ","['appreciation']"
"opinions valued. employees truly have a voice and can implement process improvement and change. ","['appreciation']"
"just being told thank you, just for being me. ","['appreciation']"
"the recognition i get from my manager and coworkers on my progress and delivery on tasks.","['appreciation']"
"very tough to put onto paper.  

let's just say that there can be more done in my specific part of the organization to have me feel as if i am truly appreciated for the work i do.","['appreciation']"
"i think the politics of this specific environment are more complex than many other similar places and it does get in the way of being genuinely appreciated.","['appreciation']"
"getting personal time hours, and the staff luncheon and paraprofessional breakfast make me feel appreciated. however, i feel like admin/team coordinators could do a lot more to show their appreciation. the aides are underappreciated when a lot of times they are doing more than teachers. ","['appreciation']"
"people being unappreciative. people are so quickly to throw me and my department under the bus and at the same time it is like pulling teeth for people to say thank you. ","['appreciation']"
"i feel genuinely appreciated by my manager.","['appreciation']"
"food and recognition","['appreciation']"
"inclusion into any project or shown respect for items i complete","['appreciation']"
"everyone is involved and everyone's voice is heard.","['appreciation']"
"having the residents express their appreciation and hard work of my self and all staff members.","['appreciation']"
"everyone’s voice is heard. ","['appreciation']"
"my manager.  i have all the respect in the world for her; but she looks for the bad in everyone all day (even if it doesn't exist).   it's hard to feel appreciated in an environment where you are constantly told that ""you are not happy"".    ""your cooworkers don't like you""   or you are constantly being pressured to ""tell"""" on your cooworkers for things that are not really there.","['appreciation']"
"when certain people are not acknowledge what they do here and there for the company ","['appreciation']"
"they are informative and provide something of value each time whether rates are changing or new regulations a coming down the pipeline.  i appreciate what has to be shared. ","['appreciation']"
"you get to meet the owner personally and we can recognize him ","['appreciation']"
"nothing, i feel appreciated ","['appreciation']"
"karl bucks/high 5's. my manager & mh telling me that i'm appreciated. ","['appreciation']"
"well, i feel that sometimes my job does not get appreciate it. i give my best and people and some don't see that.","['appreciation']"
"sometimes it feels like not a lot of people who deserve it get appreciated and recognized. i know that it's hard because there is so many support members to recognize but that also means more people get forgotten and it's nice be acknowledge slightly. ","['appreciation']"
"i feel appreciated in that i am allowed to serve others. ","['appreciation']"
"there is no actual way to recognize someone without talking in person.","['appreciation']"
"recognition for job well done.  ","['appreciation']"
"lack of verbal appreciation","['appreciation']"
"opinions and concerns are heard. any issues are always resolved.","['appreciation']"
"being positive with appreciation ","['appreciation']"
"only important and high level people are heard","['appreciation']"
